Review,Sentiment
Nothing.,NEGATIVE
"This place really has its charm and it is very well kept. Rooms are spotless clean and quite spacious, we were captivated by the high ceilings. We found the staff very helpfull and friendly. There was not even an issue with our early check in and they also didn’t have a problem to book us a taxi early in the morning. We really enjoyed the breakfast in cozy and very stylish drawing room where you can find tea and coffee even during the whole day. This wasn’t our first stay in Dublin, but definitely one of the best accommodations that we had.",POSITIVE
Absolutely brilliant stay from start to finish. The man at reception was sooo welcoming and helpful.,POSITIVE
"When we arrived, there were 2 people at the reception desk. One super friendly and another acting like someone who hates her job.It is not so easy to find the place because apparently, they just changed the name and still didn't add any signs for the new one.",NEGATIVE
"The room was cute, pretty decorated.
The best breakfast!
They let us store our luggage in the pub after we checked out.",POSITIVE
Small bed.,NEGATIVE
location was fab and the rooms were lovely. Paul who checked us in was great,POSITIVE
"lack of mirror in our room (Maureen) made it difficult to get ready in the morning !
one of our towels had a stain on it",NEGATIVE
Beautiful place rooms very comfortable ðŸ‘Œ,POSITIVE
McGettigans doesn't open until 3pm when I arrived the shutters were down and I taught the place was closed up.....so confirm your arrival is after 3pm,NEGATIVE
Decor was really lovely. Staff were excellent,POSITIVE
"Room was a little small, but was very comfortable.",POSITIVE
"Great location, great room and attention.",POSITIVE
"very authentic stay, enjoyed everything about it",POSITIVE
location! the cafe next door was lovely. the staff were helpful.,POSITIVE
Staff was very friendly. The room and the entire building were very clean and cozy.,POSITIVE
"The room was quite small, but OK overall.",NEGATIVE
"We didn't get breakfast unfortunately as we left too early to be there, but also the Kitchen was being upgraded, but we got money off our booking for that, so it suited us great. The main Bar is warm, inviting and is well stocked, also reasonable prices. The bar man was fabulous. We really were weary travellers, and my 76 yr old Godmother was ready for the pot of tea that he brought us whilst checking in. Absolute Legend of a bloke! The beds were super comfy, the shower was incredible in terms of heat and pressure, and the linen was lush. Complimentary bottle of Guinness was outstanding. My friends agreed.",POSITIVE
"The only thing I'll mention, is that there was UHT milk pots for the tea and coffee making facilities, and I'd have preferred real milk. (Because I'm fussy!) Oh, and the mini fridge in your room needs to be plugged in by you if you want to use it, but otherwise is saving money on Electric, which is a plus for everyone!",NEGATIVE
"The staff were class, Paul checked me in and he was very friendly, welcoming, generally a nice guy! The rooms are very cool too, old style beds, and a nice bottle of Guinness comes with the room which went down very well!",POSITIVE
"The main reason I booked the hotel was for the breakfast, as last time I stayed the breakfast was phenomenal however their kitchens were closed for renovations. An email was sent out however I never received it, so I was a bit disappointed about that, but thatâ€™s not the fault of the hotel.The only thing about the rooms was their pillows are pretty hard and I found it hard to get comfortable - but everyoneâ€™s preferences are different!",NEGATIVE
"so nice cosy well decorated rooms, really something special, good location, very helpful nice staff and a really good breakfast",POSITIVE
"nothing to complain, everything was fine, we enjoyed our stay so much",POSITIVE
"The room was just right, the bed was comfy. We had a small fridge. The bathroom had a bathtub with jets. To the city center it's about 25 minutes and to the Convention Centre Dublin about 20 minutes by foot. There was a possibility to take a continental breakfast at the hotel for a reasonable price.",POSITIVE
common areas not super clean and the furniture was really worn down.,NEGATIVE
Everything was good. Although the bathroom door squeaked a bit.,POSITIVE
"Nice staff, clean",POSITIVE
"Vary nice room. Staff was friendly and helpful. The common space was beautiful. Location was good, we mostly walk all the time however there is a bus stop right at the entrance to the property.",POSITIVE
N/A - everything was great,POSITIVE
"Bed was comfy and massive!Located in a quite part of the city, but easily accessible by bus/taxi/walkStaff were friendly and very accommodating",POSITIVE
Water ran brown in the bath as not used for a while.,NEGATIVE
Enjoyed my second stay here just as I did the first one. Lovely Hotel.,POSITIVE
"Hotel was very modern,spotless, everything what you need",POSITIVE
I loved everything,POSITIVE
"Super location, parking and access to the bus to town",POSITIVE
location and staff were wonderful,POSITIVE
Nothing.,NEGATIVE
Beautifully decorated room. Very welcoming and friendly staff. Lovely surprise to meet Roxi too :-),POSITIVE
"outstanding, so clean, incredible reception late last night",POSITIVE
"Good location, bus stop was right outside the hotel. Comfortable beds. Friendly staff",POSITIVE
"I really appreciate the staff, they made us check in early and were so helpful and friendly.",POSITIVE
Receptionist was very helpful. The apartment was closer to public transport than I had imagined,POSITIVE
"It is not precisely very close to the center, but it's close enough to take a nice walk or a bus/tram and you're there in no time. Also, a lot of restaurants and supermarkets are around. I am particularly thankful to this location because I lost the room key in the supermarket nearby and they didn't charge me for it.",POSITIVE
near hospital,NEGATIVE
everything suites were lovely nice location close to small shopping centre,POSITIVE
lovely size apartments had a lovely weekend to finish the Christmas presents,POSITIVE
"Our 3rd time staying thereA great nights sleep in a quite area, and a fabulous location for us.Will we Stay again YES but it is no longer NEW and it does show.",POSITIVE
"Conceding it is now an older property in is in need of some better maintenance, with some evidence of wear and tear.The Bathroom in particular need more attention.One of the morning there was no hot water, once I talked to the person in reception it did get sorted within a few hours.",NEGATIVE
It was spacious and clean,POSITIVE
"I liked the separate rooms, this is definitely a big plus for a family with children, warm and quite comfortable, next to a large Tesco",POSITIVE
"The doors constantly creaked, it’s just terrible, the hinges should have been lubricated, water was leaking from the toilet when the water was draining from the bath, it was clear that the sewage system was clogged and could not cope with the flow of water, the washbasin was clogged, the doors in the freezer did not close well because the ice did not let her  closed, and I even had to clear the ice to close the door",NEGATIVE
"The location, early check in, the facilities in the apartment",POSITIVE
"It's a little far from downtown, but I didn't mind it.",NEGATIVE
"This was such a great stay, well located, kind and efficient.",POSITIVE
"Great location, nice apartment.",POSITIVE
Not much,NEGATIVE
"Cleanliness (sheets not clean, dirty towel still in unit from previous guest), asked to make beds for next guests, shortage of cutlery, shower fuse not marked",NEGATIVE
There are no comments available for this review,POSITIVE
"Laundry Facilities on site
Pub across the street
cafe and grocery store one block away",POSITIVE
"the staff were amazing and so much helpful 
i have extended my stay as it was very lovely to sleep there with my kids 
the location was great. everything was near you from the city center to grocery stores 
they had a smart tv that my kids loved to watch youtube 
the townhouse was warm as the heater worked almost every time",POSITIVE
there was no elevator yet the staff have carried all my luggage to the room,POSITIVE
"the city centre location was great (even if it did result in the room being a bit noisy); the room was perfect -clean, warm and comfortable.",POSITIVE
the location meant it was noisy at times but I think in a centre location that’s to be expected,POSITIVE
Traffic noise,NEGATIVE
Staff never told me that breakfast finished being served at 09:30 the following morning,POSITIVE
Comfortable and lovely breakfast,POSITIVE
Was a bit of a walk to the main area,NEGATIVE
"-Great location, close to all the main attractions in Dublin.
-Great value for money.
-Clean
-Friendly and helpful staff",POSITIVE
The staff were really friendly and helpful. Great location in relation to St Stephens Green and good value for money. Beds were more comfortable then some higher rated hotels iv stayed at. Good choice at breakfast.,POSITIVE
"The location was excellent. Close to many restaurants, pubs, and attractions. Rooms were very clean, breakfast was amazing, and staff was very polite and professional.",POSITIVE
Nothing,NEGATIVE
"Cosy place, good location, 10 mins walk to Grafton Street.",POSITIVE
Double bed was uncomfortable.,NEGATIVE
Staff very welcoming (Dayanne?) and helpful,POSITIVE
To my surprise I was upgraded to a bigger room.Location is perfect if you want to explore the city.Very generous breakfast.Staff very kind and helpful!  Keep it up guys!,POSITIVE
"lovely staff, large apartment, central location",POSITIVE
We booked 2 apartments. One was at the top floor that gave a penthouse feeling.,POSITIVE
great spacious apartment for our stay (4 ladies),POSITIVE
"Clean and quite central location. Airport bus will drop you just right in front of the place, so very convenient.",POSITIVE
Beautiful buildings and surroundings,POSITIVE
This hotel was amazingly clean from top to bottom. The staff went out of their way to help you. The rooms were always cleaned when asked. The hotel bar and restaurant were also very good. Good choices of both food and drinks and great prices.,POSITIVE
No reception after 6pm so you need to check your email for instruction,NEGATIVE
"Size of the apartment, complimentary coffee and tea.",POSITIVE
fabulous location in quiet area.  short stroll across Stephenson Park to the action,POSITIVE
no access to coffee in the reception area and only 3 pods available in our room for 4 people.  not enough toilet paper either,NEGATIVE
"The apartment was very clean, very well maintained, well equipped, very comfortable and in a very central location. If travelling to and from the airport the Aircoach bus stop is directly outside the front door. Great stay, would definitely stay again.",POSITIVE
"great location, spotless and comfortable beds.",POSITIVE
the glass in the bathroom doors is a little odd,NEGATIVE
"I spent here for a week with my families and It was an excellent over all service. Awesome reception, very good wifi (I was working remotely while here), very quiet and friendly environment.",POSITIVE
It was absolutely the cutest place..very modern..very well planned out..we will tell the world,POSITIVE
"The room is new, clean and tidy. The staff is very friendly and helpful. The room has all u need if u wish to cook your own meals. Even tho it's a bit far from the city center, the apartment is in front of a bus stop and there is a luas (tram) station close by so it's easy to go around, there is also a Tesco express and spar walking distance. The room is fresh during cold weather and there are heaters in case it get too cold. It really exceeded our expectations :)",POSITIVE
Nothing!,NEGATIVE
"The automatic curtains are a bit tricky to use, we could not manage to level them and adjust them independently, maybe our fault we could not figure out. Anyway was not a big issue at all.",NEGATIVE
"beautifully organised, lovely settings and great ambiance",POSITIVE
the bed. it had wheels and the bed was moving all the time when we move on the bed. the bed had no breaks on the wheels.,POSITIVE
"Location was great for my work. The apartment or studio was very good. Free coffee, cooking appliances if needed and water In the fridge.",POSITIVE
Thought the deposit was a lot for what you where getting..200 euro was excessive.. the TV wouldn't be that value.,NEGATIVE
"Amazing room, equipped with all the things you would need from coffee machine to pots and pans for cooking. The suite was nice and clean, had a good size bed, comfortable mattress and good size TV. The shower room was nice and clean too. We were asked to pay a 200 euro deposit at the reception when we got our keys, this deposit was returned to me.",POSITIVE
"The heating in the suite wasn't great, although we turned the heaters on, it did not feel work enough in the room. The shower room doesn't have any storage compartments for toiletries. The lady at reception told us we would have our bedsheets and towels changed after 1 week (as we spent 10 days ) but this did not happen. Luckily, there was a laundry room on level one and I could wash them myself. I did not like the fact that the people staying above us were very noisy during the night (22pm-6am), 3 or 4 nights in a row ,by moving furniture,listening to loud music, fighting, which is forbidden and, no one was available at the reception for a complaint to be made, there and then when this happened. When I called the number listen on my email, I was asked to power through the night and speak with someone at reception the next day.
Overall it was a nice experience and I would go back again.",NEGATIVE
"Very large rooms, comfy and clean. I wasn’t in the lovely one you see on the pictures more like the lowest end Suite they have but even that was very nice. 
I wasn’t sure I was in a good area as it was a first time visit but the place called Rascals behind was great for pizza and a drink, they even make their own Beer! Plus you get 10% off when staying in the Suites. There were also local stores for food and drink as well as a few restaurants and pubs.",POSITIVE
"Bit expensive for the lower end suite I was in, it would be good to see the specific room before hand. 
No easy parking here but I believe you can arrange it at a cost.
The only dirt was the window high on the wall (the only window in my room), looked like it hadn’t been cleaned for a very long time so I pulled the blind down so that I wouldn’t see it but it needs to be cleaned. I think it must get forgotten or too high for the cleaner to clean.",NEGATIVE
Excellent service and excellent staff well Done to all,POSITIVE
"The staff were really friendly and generous with their time, the room was rocking and the food was amazing. Pints were great too! The memorabilia on display was excellent too, we will definitely be back!",POSITIVE
At home,POSITIVE
"location, price and size of apartments",POSITIVE
Room was spacious and clean and well equipped.,POSITIVE
"It is far from the centre, but easily accessible by bus or tram.",POSITIVE
"location, clean and nicely decorated",POSITIVE
unable to shower due to water maintainable issue and was coming out brow,NEGATIVE
V. pleasant stay in Inchicore  suites. Comfortable and clean .,POSITIVE
comfortable and roomy with good facilities. close to some good restaurants,POSITIVE
"heating took 2 days to warm up
to only Netflix",NEGATIVE
Location was excellent.,POSITIVE
"unit requires maintenance:curtains hanging poorly, no egg lift or similar utensil to fry an egg, coffee cups were chipped, back patio full of weeds and no outdoor furniture to sit on.",NEGATIVE
Loved the aesthetic of the apartment! Looked very homely and everything we needed was there! 10/10,POSITIVE
Everything was great.  Fantastic location only issue was the shower very difficult to get the right temperature either boiling or freezing..,POSITIVE
"The property was nice and in a great location, however it is advertised as non smoking but the place was smelling strongly of smoke throughout to the point that we could not sit in the living room area without our clothes smelling and making us feel nauseous.",NEGATIVE
We highlighted the issue to the company by email and spoke with a representative but nothing was done about it.,NEGATIVE
Nice place. It was clean and had a full kitchen,POSITIVE
"This is not an inn as the name suggests. This is just an apartment. So you can't leave your bags before or after checkin and you cant check in whenever you like. 
The sofa bed is not a feasible place to sleep. There is no mattress in it. You just sleep on the hard cushions. After waking up with back problems on the first night, we bought the cheapest air mattress we could find and it was infinitely more comfortable. You hear noise from the street and there are no windows to open when it gets hot",NEGATIVE
The lights and sofa,POSITIVE
"No welcome tea/coffee/milk
No explanation where bedding was or how to open sofa bed
No instructions for tv
No instructions for checking out",NEGATIVE
It was clean and close to the area we wanted to stay in.,POSITIVE
The location was impossible to beat. I had easy access to most of the city and was able to sight-see (on foot and tour bus) with ease. The front desk was wonderful as well.,POSITIVE
"The extra sofa bed was very uncomfortable. The extra towels we asked for days in advance, were not there plus when we did get them, they were new and not washed (labels still on them)",NEGATIVE
"It was right in the centre of grand canal, close to restaurants and bars. The apartment was nice and bright",POSITIVE
"Initially we booked another apartment in the same area, however we were contacted a month before to advise that the apartment was now unavailable and that we would be moved to a different location. We requested this apartment as it was in the right area. It was €100 less but we were informed that no refund would be provided. We were met by a representative a little early as requested due to bad weather but the apartment hadn’t been cleaned when we were let in. It was actual a mess and the rep shrugged his shoulders and stated that he was doing us a favour. Not much of a favour and certainly not professional... we asked how to use the heating, that seemed to be an issue as he was obviously in a hurry ... we left and had to walk around the area trying to avoid the storm until the apartment was ready. It was not that massive an issue but the reps attitude was appalling. This continued on check out when he wouldn’t come to pick up the keys or inspect the apartment. Again not very professional. We also could not get through to our point of contact who stated that we could only lease via what’sapp which was a bit disappointing. On the apartment it is nice but a bit run down so while luxury doesn’t quite equate it is pleasant. Just to reiterate the big problem here is the management of the property, just didn’t care",NEGATIVE
Apartment was fresh and clean. Lots of space. Two large double bedrooms and smaller single. Comfy sofa. All appliances new. Bus stop adjacent to the apartment to travel in/out of the city. Check in was online and key collection via a key lock device therefore no need to collect keys elsewhere. Queries were responded to quickly. Videos sent to inform renter about aspects of the apartment/ key collection which were useful. A hard copy welcome folder would be useful though re bus routes and local attractions/food outlets/ shopping. Flat was warm when we arrived and lots of hot water. Overall a comfortable apartment with the basics you need.,POSITIVE
"Parking available but no dipped kerb outside the apartment, therefore not great for the car bumping it up/down the high kerb. Heavy traffic noise but I knew this when booking. Train passes right behind the apartment so be aware if you are a light sleeper. Apartment accessed by one short flight of stairs. Stairwell a bit musty. Some basic things missing from the apartment which would be easy to remedy e.g. bed side lamps, towel rail in bathroom, shelf above wash hand basin or a freestanding unit in bathroom, clothes drier (although there is a washer -dryer). Also the cold tap in the bathroom does not work (we didn't report it at the time so I am sure that could be fixed). My daughter complained that the smaller double bed was uncomfortable. Lastly, one of the remotes for the TV was not working but apart from that there were not enough socket points in that corner to watch the TV without unplugging something else, such as the WiFi.",NEGATIVE
"Pillows were very small, needed a few more things in kitchen like small plates and spatula, most things were there",NEGATIVE
I did not get a chance to see how the breakfast and/or restaurant was.,NEGATIVE
There are no comments available for this review,POSITIVE
"Spacious, very close facilities, cosy, was great money for the quality of the stay",POSITIVE
The staff were exceptionally helpful and answered any questions we had. The room was perfect for the night we stayed and was lovely and modern.,POSITIVE
Clean. Comfy,POSITIVE
nothing,NEGATIVE
The room would have been slightly small if we were staying for longer than a night.,NEGATIVE
There are no comments available for this review,POSITIVE
There are no comments available for this review,POSITIVE
There are no comments available for this review,POSITIVE
comfortable and roomy with good facilities. close to some good restaurants,POSITIVE
"heating took 2 days to warm up
to only Netflix",NEGATIVE
Location was excellent.,POSITIVE
"unit requires maintenance:curtains hanging poorly, no egg lift or similar utensil to fry an egg, coffee cups were chipped, back patio full of weeds and no outdoor furniture to sit on.",NEGATIVE
Loved the aesthetic of the apartment! Looked very homely and everything we needed was there! 10/10,POSITIVE
Everything was great.  Fantastic location only issue was the shower very difficult to get the right temperature either boiling or freezing..,POSITIVE
"The property was nice and in a great location, however it is advertised as non smoking but the place was smelling strongly of smoke throughout to the point that we could not sit in the living room area without our clothes smelling and making us feel nauseous.",NEGATIVE
We highlighted the issue to the company by email and spoke with a representative but nothing was done about it.,NEGATIVE
Nice place. It was clean and had a full kitchen,POSITIVE
"This is not an inn as the name suggests. This is just an apartment. So you can't leave your bags before or after checkin and you cant check in whenever you like. 
The sofa bed is not a feasible place to sleep. There is no mattress in it. You just sleep on the hard cushions. After waking up with back problems on the first night, we bought the cheapest air mattress we could find and it was infinitely more comfortable. You hear noise from the street and there are no windows to open when it gets hot",NEGATIVE
The lights and sofa,POSITIVE
"No welcome tea/coffee/milk
No explanation where bedding was or how to open sofa bed
No instructions for tv
No instructions for checking out",NEGATIVE
It was clean and close to the area we wanted to stay in.,POSITIVE
"The extra sofa bed was very uncomfortable. The extra towels we asked for days in advance, were not there plus when we did get them, they were new and not washed (labels still on them)",NEGATIVE
"It was right in the centre of grand canal, close to restaurants and bars. The apartment was nice and bright",POSITIVE
"Initially we booked another apartment in the same area, however we were contacted a month before to advise that the apartment was now unavailable and that we would be moved to a different location. We requested this apartment as it was in the right area. It was €100 less but we were informed that no refund would be provided. We were met by a representative a little early as requested due to bad weather but the apartment hadn’t been cleaned when we were let in. It was actual a mess and the rep shrugged his shoulders and stated that he was doing us a favour. Not much of a favour and certainly not professional... we asked how to use the heating, that seemed to be an issue as he was obviously in a hurry ... we left and had to walk around the area trying to avoid the storm until the apartment was ready. It was not that massive an issue but the reps attitude was appalling. This continued on check out when he wouldn’t come to pick up the keys or inspect the apartment. Again not very professional. We also could not get through to our point of contact who stated that we could only lease via what’sapp which was a bit disappointing. On the apartment it is nice but a bit run down so while luxury doesn’t quite equate it is pleasant. Just to reiterate the big problem here is the management of the property, just didn’t care",NEGATIVE
"The location was amazing, the staff were so nice and welcoming, and we really appreciated the nice touches to the room. Great value for money above all else - will definitely stay again!",POSITIVE
Apartment was fresh and clean. Lots of space. Two large double bedrooms and smaller single. Comfy sofa. All appliances new. Bus stop adjacent to the apartment to travel in/out of the city. Check in was online and key collection via a key lock device therefore no need to collect keys elsewhere. Queries were responded to quickly. Videos sent to inform renter about aspects of the apartment/ key collection which were useful. A hard copy welcome folder would be useful though re bus routes and local attractions/food outlets/ shopping. Flat was warm when we arrived and lots of hot water. Overall a comfortable apartment with the basics you need.,POSITIVE
"Parking available but no dipped kerb outside the apartment, therefore not great for the car bumping it up/down the high kerb. Heavy traffic noise but I knew this when booking. Train passes right behind the apartment so be aware if you are a light sleeper. Apartment accessed by one short flight of stairs. Stairwell a bit musty. Some basic things missing from the apartment which would be easy to remedy e.g. bed side lamps, towel rail in bathroom, shelf above wash hand basin or a freestanding unit in bathroom, clothes drier (although there is a washer -dryer). Also the cold tap in the bathroom does not work (we didn't report it at the time so I am sure that could be fixed). My daughter complained that the smaller double bed was uncomfortable. Lastly, one of the remotes for the TV was not working but apart from that there were not enough socket points in that corner to watch the TV without unplugging something else, such as the WiFi.",NEGATIVE
"Pillows were very small, needed a few more things in kitchen like small plates and spatula, most things were there",NEGATIVE
No plaque that the many missionaries who were trained here did not only do good. I expect this awareness for a university.,NEGATIVE
"Beautifully clean, staff are wonderful. Thankyou to Luiza who made our stay extra special.",POSITIVE
There are no comments available for this review,POSITIVE
"Spacious, very close facilities, cosy, was great money for the quality of the stay",POSITIVE
Clean. Comfy,POSITIVE
nothing,NEGATIVE
helpful friendly staff. very clean modern hotel,POSITIVE
There are no comments available for this review,POSITIVE
There are no comments available for this review,POSITIVE
There are no comments available for this review,POSITIVE
"Excellent location, great restaurante and nice staff!!",POSITIVE
nothing,NEGATIVE
Breakfast OK....food could have been warmer,NEGATIVE
Music in the lounge was far too loud when dj was there to after 9pm. Impossible to have a conversation and choice of music aeful,NEGATIVE
plan and simple,POSITIVE
not value for the money,NEGATIVE
Lovely staff. Very nice room. Superb shower. Had everything you could think of. Very good value.,POSITIVE
Tiny thing. Some additional bath towels would be appreciated.,NEGATIVE
"Food, Drink and staff are lovely",POSITIVE
The shower water was only luke warm,NEGATIVE
Location is fantastic - particularly when staying for concerts in the Three Arena,POSITIVE
"The staff
Big room
Very clean 
Quiet location",POSITIVE
"really friendly helpful staff, amazing hotel which is superb for music fans, and clean comfy hotel rooms",POSITIVE
The pool was more for exercising than relaxing. We only went once and there were mostly men who kept staring at us and that made us feel uncomfortable. It was also quite busy.,NEGATIVE
The staff were super attentive and friendly,POSITIVE
Good services and hosts. Hotel is well located !,POSITIVE
Breakfast is not included and need additionnal fees.,NEGATIVE
Large rooms by European standards. Kind size bed was very comfortable and nice balcony area. Lots of construction going on in the area so quite noisy early in the morning but that will obviously be a short-term issue. Nice touches such as slippers and gowns available and lovely bar area in the hotel. Close to trams so easy to get around.,POSITIVE
Corridor areas are quite tired and could do with new carpeting and a refresh. Only one elevator was working so took some time to get up/down when the hotel was busy.,NEGATIVE
It was exactly what we were looking and expecting for. The room was clean and the beds were confortable. Great stay. Thanks again.,POSITIVE
a very nice and comfy room..the owner and the daughter is very accommodating.. location is good .,POSITIVE
"Julie was very friendly, welcoming, and helpful. She is a great host and I'm happy I got to meet her.",POSITIVE
Nothing,NEGATIVE
nothing,NEGATIVE
"A clean and bright small house. All the utilities worked well. Furniture was minimal, but looked new. Location was excellent for us, as it is close to relatives. For any family staying, the property is in a small, tidy development that seems well-established and secure. It was great to have parking, though don’t bring a wider car! Shay was good at communicating through email",POSITIVE
"I’d suggest a few more “home-like” touches, as the walls are mostly bare. The one book that was there was great, btw! The appliances in the kitchen looked great, but a couple of instruction sheets might help - we couldn’t get the moka coffee maker to work on the induction stove top. First world problems, I suppose!",NEGATIVE
"Hot water service not operating. However, host was very helpful and sorted out the problem quickly",NEGATIVE
The house was conveniently located in a quiet neighborhood. We drove from the airport to the property in a rental car and used the bus to go to and from the city centre (3 day Leap Visitor Card). The bus stop was an 8 minute walk from the house and there was a convenience store/ fuel station located between the house and the bus stop. Using the bus saved us from driving to and parking in the city center. We could buy pretty much everything we needed at the store. The house is a perfect location for those who want a place to land after the city centre scene.,POSITIVE
"The house is a work in progress. It is clean and has two bedrooms with a bathroom. The house is missing some of the homey touches - lamp shades, art work, curtains, bathroom towel hooks, and ventilator fans.... The beds are most suitable for a close couple or small children. It is not possible to sleep on the sofa.",NEGATIVE
"The location was nice a quiet, taxi was a bit expensive to get to city center and back but the cost of staying in the city center was also prohibitive.  Well kept property and at the end of a cul-de-sac.",POSITIVE
"The beds were very uncomfortable, new mattresses or at least a good mattress pad would have helped.  The bedsprings were very noticeable.  Instructions on using the stovetop, the washer and the shower would have been very helpful.  I binder is always nice to refer to when you are staying in a private property.",NEGATIVE
modern clean great for a long weekend,POSITIVE
Good checkout time,POSITIVE
didn’t have a hot tub :/,NEGATIVE
THE HOTEL HAS VERY HAPPY MEMORIES FOR ME AND MY FAMILY. WE HAD MY MY MUM' 80TH BIRTHDAY CELEBRATION HERE IN 2014. PERFECT LOCATION AND WONDERFUL ATMOSPHERE. GREAT BREAKFAST AND A LOVELY WAITRESS CALLED HELENA WHO IS JUST THE BEST.,POSITIVE
"The Georgian style, the nice view of the garden and the cleanness. The peaceful, calm environment and the lights at night. I felt safe.",POSITIVE
The constant  changing of the  guests in the other rooms of my apartment. It was a bit of a fearful exoerience as a solo visitor for 12 nights.,POSITIVE
"Brilliant accommodation for the price - especially because you are so central and well connected with public transport. Yes, the apartments are shared - we didn't see our flatmate but had pleasant conversations with other house guests. Breakfast was standard ""student cuisine"" and absolutely fine for the price. The giant scones were particularly delicious. Check-in was very helpful for all questions we had, the option to leave luggage at the cafe is useful and it was lovely even just walking around the campus.",POSITIVE
"Great location, the centre of Dublin. Just what you'd expect from a student accommodation room, with good addition of daily cleaning and housekeeping",POSITIVE
Unfortunately my room was immediately adjacent to some building work (rhis was in the summer) so a very loud generator and equipment was in action  during working hours. The courtyard was also quite noisy at night but this was not unexpected. The key fobs are a bit inconsistent and easily deactivate themselves if kept near phones.,NEGATIVE
"Student accommodation so bound to be basic, but was perfectly clean, with kitchen facilities and the cafe breakfast was excellent.Perfect location for a fraction of the price of some of the luxury hotels.",POSITIVE
"I like the location, the beds and facilities were decency enough. Breakfast was good, staff were friendly",POSITIVE
Nothing,NEGATIVE
"The atmosphere on campus is wonderful. Staying in the middle of Dublin is great. The room with carpet, armchair and lots of wooden furniture was very comfortable. The setting was astonishingly quiet.",POSITIVE
"The bathroom was tiny and old, but spotlessly clean.The first two rooms we were offered were horrible and noisy, thanks to the housing/welcome office we got something better.",NEGATIVE
"The whole place is lovely, room in old building  with a nice aspect",POSITIVE
The directions for drivers are terrible and can easily be improved as are the directions for actually finding the room - poor mapping all round.,NEGATIVE
location was excellent.  cafeteria was good and well priced.  Staff friendly.,POSITIVE
"Room was a bit too spartan for me, but perhaps I could have booked something better.",NEGATIVE
"The location was great, right in the heart of town. Room was clean and comfortable. Shared bathroom was not a great issue. I hardly saw anyone else.",POSITIVE
"Locating my room was a bit of an issue, also the corridor was dark and I could not see where the light switches were. Once I knew, no issues.",NEGATIVE
Can't expect much for that price,NEGATIVE
I asked for a ground floor room as I am rather old. I had steps to negotiate then stairs to 1st floor room,NEGATIVE
"Great place, friendly staff, very clean premises. For the price, this is a great place for a short stay!It was also important for me to be able to come and go at any time of the day.",POSITIVE
"Looks like it's time for a little facelift in the rooms (the carpet, walls and bathroom equipment are already visibly worn out)",NEGATIVE
"The room was very comfortable indeed and quiet and peace full to be honest, the host is very friendly. Gives the feeling that He will bend over backwards if you need assistance with anything he can help with. Highly recommended. Definitely would be back there to stay again north side. 
I had important documents to be printed which were hand delivered to the door and there were basics in the fridge included also.",POSITIVE
"If you want to feel the spirit of Dublin city of past century, you should visit this property. The room is normal size, with everything you might need, including converter plug. You would be able to find everything for self cuttering. Host is very responsive and always reddy to help you.The bathroom is small but comfortable.",POSITIVE
Cleaning service may be a bit better,NEGATIVE
Leo was GREAT!,POSITIVE
"Excellent value for money. Very comfortable bed and good facilities to store and heat up meals ourselves during stay. A very short bus journey to town centre and on excellent, frequent bus service to explore Dublin and surrounding areas. Tea, coffee, milk, juice and biscuits all provided. Leo kindly stored our luggage for us so we could explore Dublin without having to cart it around with us.",POSITIVE
As noted by others shower room is small but didn't cause us an issue. Plenty space and large mirrors to get ready in bright bedroom.,POSITIVE
Good central location friendly welcoming staff food and drink excellent overall good value for the money,POSITIVE
"Very nice host and comfortable beds. We liked the window in the bathroom and the location of the apartment in a beautiful alley close to the botanical gardens. The host gave us some good recommendations for dinner and breakfast and was always there for help or a nice talk.We had a nespresso machine and he had equipped the room with everything one could need, like milk and orange juice, coffee, electrical plugs and little snacks! Very nice!",POSITIVE
"The bathroom was a little small but fits everything needed. At night it was a little loud because it is an old building, so make sure to pack some ear plugs, then it should be fine.",POSITIVE
It was a wonderful place to live in along with the best services. Location is easily accessible . The host is a very good human.,POSITIVE
Nothing to complain,POSITIVE
Everything was very  nice. Highly recommended ðŸ˜Š,POSITIVE
Excellent place .Leo was very kind and helpful,POSITIVE
Handy location as it was on main bus route.  The host was very friendly.,POSITIVE
Very tiny and old fashioned room with very basic facilities.  The bathroom was extremely small and difficult to move around.,NEGATIVE
Such a nice and cosy place to stay and the host Leo was really nice and helped us when needed,POSITIVE
Great value and free parking which is great for college. My class was literally around the corner. Rooms are huge and really warm. Beds are really comfy and not too much noise around at all.,POSITIVE
The beds are comfortable and the bathroom was clean. Hairdryer provided at request. The area is quiet.,POSITIVE
It was comfortable and convenient for the city centre. Very helpful friendly staff and  the room was quiet. It was at the back so we couldn't hear the traffic. Generous full Irish breakfast.  Very enjoyable stay.,POSITIVE
Quiet and comfortable,POSITIVE
"Checking in difficult,  reception closed. Was aware of this as propty had called me twice to explain the procedure.  Gate's locked from 11pm, so if later needed to walk around the building from carpark",NEGATIVE
"Good location for airport, room was clean and mostly comfortable",POSITIVE
"Uni students don't sleep. I stayed a Wednesday night and I could hear  ppl.partying, at different levels, all night.  Made it very difficult to get a decent sleep",NEGATIVE
Handy location for early flight. We got it at a good price and 15 mins from city and airport. Great spot,POSITIVE
If you check out early there may be no one around. We just had to leave to key into security,NEGATIVE
"Comfortable bed, clean, lounge area, free wifi",POSITIVE
